,store,item,date,sales
887,1,15,2016-12-31,1983
888,1,15,2017-01-31,2015
889,1,15,2017-02-28,1934
890,1,15,2017-03-31,2466
891,1,15,2017-04-30,2880
892,1,15,2017-05-31,3084
893,1,15,2017-06-30,3231
894,1,15,2017-07-31,3553
895,1,15,2017-08-31,3201
896,1,15,2017-09-30,2813
897,1,15,2017-10-31,2742
898,1,15,2017-11-30,2865
899,1,15,2017-12-31,2142
900,1,16,2013-01-31,382
901,1,16,2013-02-28,409
902,1,16,2013-03-31,524
903,1,16,2013-04-30,640
904,1,16,2013-05-31,722
905,1,16,2013-06-30,694
906,1,16,2013-07-31,767
907,1,16,2013-08-31,709
908,1,16,2013-09-30,589
909,1,16,2013-10-31,562
910,1,16,2013-11-30,623
911,1,16,2013-12-31,452
912,1,16,2014-01-31,446
913,1,16,2014-02-28,494
914,1,16,2014-03-31,630
915,1,16,2014-04-30,718
916,1,16,2014-05-31,833
917,1,16,2014-06-30,786
918,1,16,2014-07-31,864
919,1,16,2014-08-31,791
920,1,16,2014-09-30,697
921,1,16,2014-10-31,731
922,1,16,2014-11-30,708
923,1,16,2014-12-31,505
924,1,16,2015-01-31,470
925,1,16,2015-02-28,510
926,1,16,2015-03-31,641
927,1,16,2015-04-30,748
928,1,16,2015-05-31,829
929,1,16,2015-06-30,838
930,1,16,2015-07-31,984
931,1,16,2015-08-31,828
932,1,16,2015-09-30,785
933,1,16,2015-10-31,693
934,1,16,2015-11-30,763
935,1,16,2015-12-31,540
936,1,16,2016-01-31,521
937,1,16,2016-02-29,529
938,1,16,2016-03-31,731
939,1,16,2016-04-30,810
940,1,16,2016-05-31,904
941,1,16,2016-06-30,941
942,1,16,2016-07-31,981
943,1,16,2016-08-31,839
944,1,16,2016-09-30,804
945,1,16,2016-10-31,721
946,1,16,2016-11-30,823
947,1,16,2016-12-31,580
948,1,16,2017-01-31,527
949,1,16,2017-02-28,593
950,1,16,2017-03-31,745
951,1,16,2017-04-30,839
952,1,16,2017-05-31,881
953,1,16,2017-06-30,935
954,1,16,2017-07-31,1028
955,1,16,2017-08-31,933
956,1,16,2017-09-30,833
957,1,16,2017-10-31,754
958,1,16,2017-11-30,838
959,1,16,2017-12-31,610
960,1,17,2013-01-31,561
961,1,17,2013-02-28,519
962,1,17,2013-03-31,730
963,1,17,2013-04-30,781
964,1,17,2013-05-31,854
965,1,17,2013-06-30,950
966,1,17,2013-07-31,1050
967,1,17,2013-08-31,910
968,1,17,2013-09-30,809
969,1,17,2013-10-31,767
970,1,17,2013-11-30,793
971,1,17,2013-12-31,562
972,1,17,2014-01-31,632
973,1,17,2014-02-28,599
974,1,17,2014-03-31,796
975,1,17,2014-04-30,896
976,1,17,2014-05-31,1039
977,1,17,2014-06-30,1089
978,1,17,2014-07-31,1065
979,1,17,2014-08-31,1059
980,1,17,2014-09-30,937
981,1,17,2014-10-31,846
982,1,17,2014-11-30,887
983,1,17,2014-12-31,667
984,1,17,2015-01-31,625
985,1,17,2015-02-28,641
986,1,17,2015-03-31,784
987,1,17,2015-04-30,950
988,1,17,2015-05-31,991
989,1,17,2015-06-30,1029
990,1,17,2015-07-31,1222
991,1,17,2015-08-31,1087
992,1,17,2015-09-30,989
993,1,17,2015-10-31,910
994,1,17,2015-11-30,921
995,1,17,2015-12-31,696
996,1,17,2016-01-31,675
997,1,17,2016-02-29,672
998,1,17,2016-03-31,884
999,1,17,2016-04-30,1023
1000,1,17,2016-05-31,1172
1001,1,17,2016-06-30,1159
1002,1,17,2016-07-31,1321
1003,1,17,2016-08-31,1173
1004,1,17,2016-09-30,1065
1005,1,17,2016-10-31,1006
1006,1,17,2016-11-30,1026
1007,1,17,2016-12-31,754
1008,1,17,2017-01-31,677
1009,1,17,2017-02-28,722
1010,1,17,2017-03-31,935
1011,1,17,2017-04-30,1107
1012,1,17,2017-05-31,1144
1013,1,17,2017-06-30,1172
1014,1,17,2017-07-31,1304
1015,1,17,2017-08-31,1184
1016,1,17,2017-09-30,1073
1017,1,17,2017-10-31,1024
1018,1,17,2017-11-30,1024
1019,1,17,2017-12-31,790
1020,1,18,2013-01-31,1336
1021,1,18,2013-02-28,1330
1022,1,18,2013-03-31,1738
1023,1,18,2013-04-30,2013
1024,1,18,2013-05-31,2323
1025,1,18,2013-06-30,2295
1026,1,18,2013-07-31,2511
1027,1,18,2013-08-31,2271
1028,1,18,2013-09-30,2049
1029,1,18,2013-10-31,1832
1030,1,18,2013-11-30,2015
1031,1,18,2013-12-31,1468
1032,1,18,2014-01-31,1549
1033,1,18,2014-02-28,1483
1034,1,18,2014-03-31,2050
1035,1,18,2014-04-30,2280
1036,1,18,2014-05-31,2654
1037,1,18,2014-06-30,2695
1038,1,18,2014-07-31,2879
1039,1,18,2014-08-31,2508
1040,1,18,2014-09-30,2253
1041,1,18,2014-10-31,2240
1042,1,18,2014-11-30,2303
1043,1,18,2014-12-31,1723
1044,1,18,2015-01-31,1646
1045,1,18,2015-02-28,1676
1046,1,18,2015-03-31,2168
1047,1,18,2015-04-30,2339
1048,1,18,2015-05-31,2713
1049,1,18,2015-06-30,2696
1050,1,18,2015-07-31,3048
1051,1,18,2015-08-31,2704
1052,1,18,2015-09-30,2401
1053,1,18,2015-10-31,2426
1054,1,18,2015-11-30,2447
1055,1,18,2015-12-31,1702
1056,1,18,2016-01-31,1728
1057,1,18,2016-02-29,1839
1058,1,18,2016-03-31,2212
1059,1,18,2016-04-30,2711
1060,1,18,2016-05-31,2905
1061,1,18,2016-06-30,3044
1062,1,18,2016-07-31,3382
1063,1,18,2016-08-31,2821
1064,1,18,2016-09-30,2663
1065,1,18,2016-10-31,2464
1066,1,18,2016-11-30,2595
1067,1,18,2016-12-31,1974
1068,1,18,2017-01-31,1825
1069,1,18,2017-02-28,1711
1070,1,18,2017-03-31,2344
1071,1,18,2017-04-30,2765
1072,1,18,2017-05-31,2973
1073,1,18,2017-06-30,3120
1074,1,18,2017-07-31,3472
1075,1,18,2017-08-31,2973
1076,1,18,2017-09-30,2685
1077,1,18,2017-10-31,2691
1078,1,18,2017-11-30,2694
1079,1,18,2017-12-31,2052
1080,1,19,2013-01-31,620
1081,1,19,2013-02-28,635
1082,1,19,2013-03-31,851
1083,1,19,2013-04-30,903
1084,1,19,2013-05-31,1052
1085,1,19,2013-06-30,1033
1086,1,19,2013-07-31,1247
1087,1,19,2013-08-31,1078
1088,1,19,2013-09-30,944
1089,1,19,2013-10-31,934
1090,1,19,2013-11-30,998
1091,1,19,2013-12-31,702
1092,1,19,2014-01-31,730
1093,1,19,2014-02-28,741
1094,1,19,2014-03-31,983
1095,1,19,2014-04-30,1061
1096,1,19,2014-05-31,1285
1097,1,19,2014-06-30,1278
1098,1,19,2014-07-31,1427
1099,1,19,2014-08-31,1262
1100,1,19,2014-09-30,1110
1101,1,19,2014-10-31,1022
1102,1,19,2014-11-30,1142
1103,1,19,2014-12-31,841
1104,1,19,2015-01-31,724
1105,1,19,2015-02-28,779
1106,1,19,2015-03-31,1013
1107,1,19,2015-04-30,1203
1108,1,19,2015-05-31,1233
1109,1,19,2015-06-30,1281
1110,1,19,2015-07-31,1463
1111,1,19,2015-08-31,1328
1112,1,19,2015-09-30,1168
1113,1,19,2015-10-31,1101
1114,1,19,2015-11-30,1158
1115,1,19,2015-12-31,837
1116,1,19,2016-01-31,896
1117,1,19,2016-02-29,831
1118,1,19,2016-03-31,1054
1119,1,19,2016-04-30,1221
1120,1,19,2016-05-31,1387
1121,1,19,2016-06-30,1424
1122,1,19,2016-07-31,1623
1123,1,19,2016-08-31,1426
1124,1,19,2016-09-30,1279
1125,1,19,2016-10-31,1263
1126,1,19,2016-11-30,1269
1127,1,19,2016-12-31,972
1128,1,19,2017-01-31,864
1129,1,19,2017-02-28,889
1130,1,19,2017-03-31,1107
1131,1,19,2017-04-30,1308
1132,1,19,2017-05-31,1463
1133,1,19,2017-06-30,1501
1134,1,19,2017-07-31,1700
1135,1,19,2017-08-31,1402
1136,1,19,2017-09-30,1370
1137,1,19,2017-10-31,1232
1138,1,19,2017-11-30,1324
1139,1,19,2017-12-31,1000
1140,1,20,2013-01-31,740
1141,1,20,2013-02-28,724
1142,1,20,2013-03-31,1051
1143,1,20,2013-04-30,1134
1144,1,20,2013-05-31,1259
1145,1,20,2013-06-30,1273
1146,1,20,2013-07-31,1384
1147,1,20,2013-08-31,1267
1148,1,20,2013-09-30,1160
1149,1,20,2013-10-31,1070
1150,1,20,2013-11-30,1178
1151,1,20,2013-12-31,861
1152,1,20,2014-01-31,829
1153,1,20,2014-02-28,852
1154,1,20,2014-03-31,1164
1155,1,20,2014-04-30,1316
1156,1,20,2014-05-31,1421
1157,1,20,2014-06-30,1452
1158,1,20,2014-07-31,1610
1159,1,20,2014-08-31,1458
1160,1,20,2014-09-30,1278
1161,1,20,2014-10-31,1305
1162,1,20,2014-11-30,1280
1163,1,20,2014-12-31,975
1164,1,20,2015-01-31,878
1165,1,20,2015-02-28,930
1166,1,20,2015-03-31,1176
1167,1,20,2015-04-30,1324
1168,1,20,2015-05-31,1595
1169,1,20,2015-06-30,1545
1170,1,20,2015-07-31,1683
1171,1,20,2015-08-31,1531
1172,1,20,2015-09-30,1339
1173,1,20,2015-10-31,1304
1174,1,20,2015-11-30,1338
1175,1,20,2015-12-31,992
1176,1,20,2016-01-31,966
1177,1,20,2016-02-29,1008
1178,1,20,2016-03-31,1347
1179,1,20,2016-04-30,1470
1180,1,20,2016-05-31,1569
1181,1,20,2016-06-30,1576
1182,1,20,2016-07-31,1865
1183,1,20,2016-08-31,1679
1184,1,20,2016-09-30,1516
1185,1,20,2016-10-31,1385
1186,1,20,2016-11-30,1431
1187,1,20,2016-12-31,1135
1188,1,20,2017-01-31,1025
1189,1,20,2017-02-28,1061
1190,1,20,2017-03-31,1420
1191,1,20,2017-04-30,1543
1192,1,20,2017-05-31,1659
1193,1,20,2017-06-30,1828
1194,1,20,2017-07-31,1863
1195,1,20,2017-08-31,1646
1196,1,20,2017-09-30,1468
1197,1,20,2017-10-31,1471
1198,1,20,2017-11-30,1518
1199,1,20,2017-12-31,1193
1200,2,1,2013-01-31,486
1201,2,1,2013-02-28,480
1202,2,1,2013-03-31,686
1203,2,1,2013-04-30,743
1204,2,1,2013-05-31,843
1205,2,1,2013-06-30,845
1206,2,1,2013-07-31,911
1207,2,1,2013-08-31,805
1208,2,1,2013-09-30,733
1209,2,1,2013-10-31,736
1210,2,1,2013-11-30,713
1211,2,1,2013-12-31,549
1212,2,1,2014-01-31,564
1213,2,1,2014-02-28,554
1214,2,1,2014-03-31,733
1215,2,1,2014-04-30,774
1216,2,1,2014-05-31,934
1217,2,1,2014-06-30,955
1218,2,1,2014-07-31,1116
1219,2,1,2014-08-31,935
1220,2,1,2014-09-30,872
1221,2,1,2014-10-31,857
1222,2,1,2014-11-30,875
1223,2,1,2014-12-31,640
1224,2,1,2015-01-31,591
1225,2,1,2015-02-28,603
1226,2,1,2015-03-31,821
1227,2,1,2015-04-30,848
1228,2,1,2015-05-31,977
1229,2,1,2015-06-30,1055
1230,2,1,2015-07-31,1175
1231,2,1,2015-08-31,972
1232,2,1,2015-09-30,844
1233,2,1,2015-10-31,934
1234,2,1,2015-11-30,901
1235,2,1,2015-12-31,653
1236,2,1,2016-01-31,650
1237,2,1,2016-02-29,685
1238,2,1,2016-03-31,868
1239,2,1,2016-04-30,996
1240,2,1,2016-05-31,1010
1241,2,1,2016-06-30,1177
1242,2,1,2016-07-31,1235
1243,2,1,2016-08-31,1008
1244,2,1,2016-09-30,964
1245,2,1,2016-10-31,889
1246,2,1,2016-11-30,938
1247,2,1,2016-12-31,728
1248,2,1,2017-01-31,665
1249,2,1,2017-02-28,687
1250,2,1,2017-03-31,842
1251,2,1,2017-04-30,1021
1252,2,1,2017-05-31,1094
1253,2,1,2017-06-30,1134
1254,2,1,2017-07-31,1326
1255,2,1,2017-08-31,1120
1256,2,1,2017-09-30,1000
1257,2,1,2017-10-31,998
1258,2,1,2017-11-30,997
1259,2,1,2017-12-31,700
1260,2,2,2013-01-31,1334
1261,2,2,2013-02-28,1262
1262,2,2,2013-03-31,1775
1263,2,2,2013-04-30,1952
1264,2,2,2013-05-31,2262
1265,2,2,2013-06-30,2313
1266,2,2,2013-07-31,2437
1267,2,2,2013-08-31,2220
1268,2,2,2013-09-30,2021
1269,2,2,2013-10-31,1884
1270,2,2,2013-11-30,1964
1271,2,2,2013-12-31,1518
1272,2,2,2014-01-31,1501
1273,2,2,2014-02-28,1616
1274,2,2,2014-03-31,2047
1275,2,2,2014-04-30,2300
1276,2,2,2014-05-31,2558
1277,2,2,2014-06-30,2563
1278,2,2,2014-07-31,2774
1279,2,2,2014-08-31,2520
1280,2,2,2014-09-30,2218
1281,2,2,2014-10-31,2199
1282,2,2,2014-11-30,2277
1283,2,2,2014-12-31,1699
1284,2,2,2015-01-31,1572
1285,2,2,2015-02-28,1519
1286,2,2,2015-03-31,2072
1287,2,2,2015-04-30,2433
1288,2,2,2015-05-31,2696
1289,2,2,2015-06-30,2756
1290,2,2,2015-07-31,2883
1291,2,2,2015-08-31,2728
1292,2,2,2015-09-30,2383
1293,2,2,2015-10-31,2349
1294,2,2,2015-11-30,2482
1295,2,2,2015-12-31,1829
1296,2,2,2016-01-31,1725
1297,2,2,2016-02-29,1808
1298,2,2,2016-03-31,2294
1299,2,2,2016-04-30,2592
1300,2,2,2016-05-31,2829
1301,2,2,2016-06-30,2909
1302,2,2,2016-07-31,3153
1303,2,2,2016-08-31,2921
1304,2,2,2016-09-30,2660
1305,2,2,2016-10-31,2608
1306,2,2,2016-11-30,2558
1307,2,2,2016-12-31,1837
1308,2,2,2017-01-31,1733
1309,2,2,2017-02-28,1801
1310,2,2,2017-03-31,2379
1311,2,2,2017-04-30,2692
1312,2,2,2017-05-31,2872
1313,2,2,2017-06-30,3101
1314,2,2,2017-07-31,3362
1315,2,2,2017-08-31,2894
1316,2,2,2017-09-30,2713
1317,2,2,2017-10-31,2551
1318,2,2,2017-11-30,2634
1319,2,2,2017-12-31,1986
1320,2,3,2013-01-31,811
1321,2,3,2013-02-28,848
1322,2,3,2013-03-31,1099
1323,2,3,2013-04-30,1224
1324,2,3,2013-05-31,1325
1325,2,3,2013-06-30,1429
1326,2,3,2013-07-31,1583
1327,2,3,2013-08-31,1327
1328,2,3,2013-09-30,1236
1329,2,3,2013-10-31,1159
1330,2,3,2013-11-30,1231
1331,2,3,2013-12-31,893
1332,2,3,2014-01-31,919
1333,2,3,2014-02-28,933
1334,2,3,2014-03-31,1289
1335,2,3,2014-04-30,1412
1336,2,3,2014-05-31,1518
1337,2,3,2014-06-30,1703
1338,2,3,2014-07-31,1806
1339,2,3,2014-08-31,1587
1340,2,3,2014-09-30,1437
1341,2,3,2014-10-31,1347
1342,2,3,2014-11-30,1445
1343,2,3,2014-12-31,1003
1344,2,3,2015-01-31,1034
1345,2,3,2015-02-28,983
1346,2,3,2015-03-31,1239
1347,2,3,2015-04-30,1439
1348,2,3,2015-05-31,1643
1349,2,3,2015-06-30,1709
1350,2,3,2015-07-31,1838
1351,2,3,2015-08-31,1664
1352,2,3,2015-09-30,1483
1353,2,3,2015-10-31,1402
1354,2,3,2015-11-30,1489
1355,2,3,2015-12-31,1129
1356,2,3,2016-01-31,1088
1357,2,3,2016-02-29,1093
1358,2,3,2016-03-31,1436
1359,2,3,2016-04-30,1616
1360,2,3,2016-05-31,1754
1361,2,3,2016-06-30,1857
1362,2,3,2016-07-31,2092
1363,2,3,2016-08-31,1810
1364,2,3,2016-09-30,1532
1365,2,3,2016-10-31,1559
1366,2,3,2016-11-30,1666
1367,2,3,2016-12-31,1232
1368,2,3,2017-01-31,1159
1369,2,3,2017-02-28,1154
1370,2,3,2017-03-31,1500
1371,2,3,2017-04-30,1698
1372,2,3,2017-05-31,1798
1373,2,3,2017-06-30,1932
1374,2,3,2017-07-31,2043
1375,2,3,2017-08-31,1860
1376,2,3,2017-09-30,1649
1377,2,3,2017-10-31,1579
1378,2,3,2017-11-30,1760
1379,2,3,2017-12-31,1325
1380,2,4,2013-01-31,468
1381,2,4,2013-02-28,486
1382,2,4,2013-03-31,655
1383,2,4,2013-04-30,757
1384,2,4,2013-05-31,783
1385,2,4,2013-06-30,886
1386,2,4,2013-07-31,924
1387,2,4,2013-08-31,870
1388,2,4,2013-09-30,766
1389,2,4,2013-10-31,713
1390,2,4,2013-11-30,755
1391,2,4,2013-12-31,527
1392,2,4,2014-01-31,538
1393,2,4,2014-02-28,549
1394,2,4,2014-03-31,738
1395,2,4,2014-04-30,876
1396,2,4,2014-05-31,954
1397,2,4,2014-06-30,1022
1398,2,4,2014-07-31,1079
1399,2,4,2014-08-31,955
1400,2,4,2014-09-30,833
1401,2,4,2014-10-31,803
1402,2,4,2014-11-30,834
1403,2,4,2014-12-31,619
1404,2,4,2015-01-31,575
1405,2,4,2015-02-28,574
1406,2,4,2015-03-31,757
1407,2,4,2015-04-30,952
1408,2,4,2015-05-31,1036
1409,2,4,2015-06-30,1060
1410,2,4,2015-07-31,1105
1411,2,4,2015-08-31,983
1412,2,4,2015-09-30,889
1413,2,4,2015-10-31,884
1414,2,4,2015-11-30,887
1415,2,4,2015-12-31,653
1416,2,4,2016-01-31,664
1417,2,4,2016-02-29,707
1418,2,4,2016-03-31,843
1419,2,4,2016-04-30,956
1420,2,4,2016-05-31,1072
1421,2,4,2016-06-30,1135
1422,2,4,2016-07-31,1201
1423,2,4,2016-08-31,1024
1424,2,4,2016-09-30,961
1425,2,4,2016-10-31,906
1426,2,4,2016-11-30,971
1427,2,4,2016-12-31,721
1428,2,4,2017-01-31,679
1429,2,4,2017-02-28,688
1430,2,4,2017-03-31,889
1431,2,4,2017-04-30,1021
1432,2,4,2017-05-31,1104
1433,2,4,2017-06-30,1183
1434,2,4,2017-07-31,1229
1435,2,4,2017-08-31,1110
1436,2,4,2017-09-30,1025
1437,2,4,2017-10-31,947
1438,2,4,2017-11-30,1002
1439,2,4,2017-12-31,774
1440,2,5,2013-01-31,420
1441,2,5,2013-02-28,412
1442,2,5,2013-03-31,565
1443,2,5,2013-04-30,581
1444,2,5,2013-05-31,686
1445,2,5,2013-06-30,735
1446,2,5,2013-07-31,748
1447,2,5,2013-08-31,682
1448,2,5,2013-09-30,601
1449,2,5,2013-10-31,588
1450,2,5,2013-11-30,615
1451,2,5,2013-12-31,435
1452,2,5,2014-01-31,507
1453,2,5,2014-02-28,463
1454,2,5,2014-03-31,629
1455,2,5,2014-04-30,724
1456,2,5,2014-05-31,877
1457,2,5,2014-06-30,781
1458,2,5,2014-07-31,858
1459,2,5,2014-08-31,768
1460,2,5,2014-09-30,715
1461,2,5,2014-10-31,657
1462,2,5,2014-11-30,726
1463,2,5,2014-12-31,531
1464,2,5,2015-01-31,517
1465,2,5,2015-02-28,500
1466,2,5,2015-03-31,663
1467,2,5,2015-04-30,769
1468,2,5,2015-05-31,785
1469,2,5,2015-06-30,863
1470,2,5,2015-07-31,954
1471,2,5,2015-08-31,794
1472,2,5,2015-09-30,775
1473,2,5,2015-10-31,696
1474,2,5,2015-11-30,740
1475,2,5,2015-12-31,581
1476,2,5,2016-01-31,514
1477,2,5,2016-02-29,562
1478,2,5,2016-03-31,736
1479,2,5,2016-04-30,784
1480,2,5,2016-05-31,910
1481,2,5,2016-06-30,963
1482,2,5,2016-07-31,1060
1483,2,5,2016-08-31,890
1484,2,5,2016-09-30,777
1485,2,5,2016-10-31,763
1486,2,5,2016-11-30,844
1487,2,5,2016-12-31,583
1488,2,5,2017-01-31,586
1489,2,5,2017-02-28,527
1490,2,5,2017-03-31,723
1491,2,5,2017-04-30,847
1492,2,5,2017-05-31,936
1493,2,5,2017-06-30,961
1494,2,5,2017-07-31,1118
1495,2,5,2017-08-31,871
1496,2,5,2017-09-30,813
1497,2,5,2017-10-31,789
1498,2,5,2017-11-30,844
1499,2,5,2017-12-31,643
1500,2,6,2013-01-31,1293
1501,2,6,2013-02-28,1371
1502,2,6,2013-03-31,1774
1503,2,6,2013-04-30,1957
1504,2,6,2013-05-31,2253
1505,2,6,2013-06-30,2290
1506,2,6,2013-07-31,2383
1507,2,6,2013-08-31,2192
1508,2,6,2013-09-30,1977
1509,2,6,2013-10-31,1975
1510,2,6,2013-11-30,2042
1511,2,6,2013-12-31,1482
1512,2,6,2014-01-31,1541
1513,2,6,2014-02-28,1431
1514,2,6,2014-03-31,2074
1515,2,6,2014-04-30,2291
1516,2,6,2014-05-31,2386
1517,2,6,2014-06-30,2614
1518,2,6,2014-07-31,2881
1519,2,6,2014-08-31,2534
1520,2,6,2014-09-30,2234
1521,2,6,2014-10-31,2173
1522,2,6,2014-11-30,2333
1523,2,6,2014-12-31,1669
1524,2,6,2015-01-31,1560
1525,2,6,2015-02-28,1597
1526,2,6,2015-03-31,2026
1527,2,6,2015-04-30,2402
1528,2,6,2015-05-31,2714
1529,2,6,2015-06-30,2653
1530,2,6,2015-07-31,2921
1531,2,6,2015-08-31,2654
1532,2,6,2015-09-30,2288
1533,2,6,2015-10-31,2267
1534,2,6,2015-11-30,2328
1535,2,6,2015-12-31,1703
1536,2,6,2016-01-31,1669
1537,2,6,2016-02-29,1736
1538,2,6,2016-03-31,2280
1539,2,6,2016-04-30,2538
1540,2,6,2016-05-31,2906
1541,2,6,2016-06-30,2966
1542,2,6,2016-07-31,3286
1543,2,6,2016-08-31,2804
1544,2,6,2016-09-30,2593
1545,2,6,2016-10-31,2442
1546,2,6,2016-11-30,2728
1547,2,6,2016-12-31,1922
1548,2,6,2017-01-31,1830
1549,2,6,2017-02-28,1769
1550,2,6,2017-03-31,2379
1551,2,6,2017-04-30,2748
1552,2,6,2017-05-31,2950
1553,2,6,2017-06-30,3069
1554,2,6,2017-07-31,3289
1555,2,6,2017-08-31,2927
1556,2,6,2017-09-30,2668
1557,2,6,2017-10-31,2518
1558,2,6,2017-11-30,2585
1559,2,6,2017-12-31,1985
1560,2,7,2013-01-31,1363
1561,2,7,2013-02-28,1336
1562,2,7,2013-03-31,1775
1563,2,7,2013-04-30,1957
1564,2,7,2013-05-31,2300
1565,2,7,2013-06-30,2316
1566,2,7,2013-07-31,2501
1567,2,7,2013-08-31,2175
1568,2,7,2013-09-30,1962
1569,2,7,2013-10-31,1901
1570,2,7,2013-11-30,2001
1571,2,7,2013-12-31,1400
1572,2,7,2014-01-31,1548
1573,2,7,2014-02-28,1478
1574,2,7,2014-03-31,2044
1575,2,7,2014-04-30,2309
1576,2,7,2014-05-31,2565
1577,2,7,2014-06-30,2566
1578,2,7,2014-07-31,2783
1579,2,7,2014-08-31,2606
1580,2,7,2014-09-30,2217
1581,2,7,2014-10-31,2164
1582,2,7,2014-11-30,2221
1583,2,7,2014-12-31,1643
1584,2,7,2015-01-31,1511
1585,2,7,2015-02-28,1661
1586,2,7,2015-03-31,2148
1587,2,7,2015-04-30,2354
1588,2,7,2015-05-31,2611
1589,2,7,2015-06-30,2724
1590,2,7,2015-07-31,2891
1591,2,7,2015-08-31,2716
1592,2,7,2015-09-30,2361
1593,2,7,2015-10-31,2277
1594,2,7,2015-11-30,2368
1595,2,7,2015-12-31,1686
1596,2,7,2016-01-31,1704
1597,2,7,2016-02-29,1728
1598,2,7,2016-03-31,2255
1599,2,7,2016-04-30,2674
1600,2,7,2016-05-31,2805
1601,2,7,2016-06-30,2989
1602,2,7,2016-07-31,3275
1603,2,7,2016-08-31,2770
1604,2,7,2016-09-30,2630
1605,2,7,2016-10-31,2551
1606,2,7,2016-11-30,2539
1607,2,7,2016-12-31,1895
1608,2,7,2017-01-31,1800
1609,2,7,2017-02-28,1735
1610,2,7,2017-03-31,2407
1611,2,7,2017-04-30,2598
1612,2,7,2017-05-31,2986
1613,2,7,2017-06-30,3033
1614,2,7,2017-07-31,3377
1615,2,7,2017-08-31,3008
1616,2,7,2017-09-30,2658
1617,2,7,2017-10-31,2557
1618,2,7,2017-11-30,2662
1619,2,7,2017-12-31,1982
1620,2,8,2013-01-31,1754
1621,2,8,2013-02-28,1685
1622,2,8,2013-03-31,2281
1623,2,8,2013-04-30,2580
1624,2,8,2013-05-31,2880
1625,2,8,2013-06-30,3065
1626,2,8,2013-07-31,3274
1627,2,8,2013-08-31,2924
1628,2,8,2013-09-30,2641
1629,2,8,2013-10-31,2517
1630,2,8,2013-11-30,2719
1631,2,8,2013-12-31,1913
1632,2,8,2014-01-31,2036
1633,2,8,2014-02-28,1982
1634,2,8,2014-03-31,2658
1635,2,8,2014-04-30,2972
1636,2,8,2014-05-31,3354
1637,2,8,2014-06-30,3465
1638,2,8,2014-07-31,3785
1639,2,8,2014-08-31,3309
1640,2,8,2014-09-30,3013
1641,2,8,2014-10-31,2850
1642,2,8,2014-11-30,3082
1643,2,8,2014-12-31,2156
1644,2,8,2015-01-31,2081
1645,2,8,2015-02-28,2120
1646,2,8,2015-03-31,2791
1647,2,8,2015-04-30,3057
1648,2,8,2015-05-31,3523
1649,2,8,2015-06-30,3563
1650,2,8,2015-07-31,3965
1651,2,8,2015-08-31,3356
1652,2,8,2015-09-30,3210
1653,2,8,2015-10-31,3009
1654,2,8,2015-11-30,3187
1655,2,8,2015-12-31,2371
1656,2,8,2016-01-31,2275
1657,2,8,2016-02-29,2347
1658,2,8,2016-03-31,2962
1659,2,8,2016-04-30,3453
1660,2,8,2016-05-31,3728
1661,2,8,2016-06-30,3966
1662,2,8,2016-07-31,4339
1663,2,8,2016-08-31,3730
1664,2,8,2016-09-30,3383
1665,2,8,2016-10-31,3260
1666,2,8,2016-11-30,3303
1667,2,8,2016-12-31,2547
1668,2,8,2017-01-31,2267
1669,2,8,2017-02-28,2328
1670,2,8,2017-03-31,3096
1671,2,8,2017-04-30,3519
1672,2,8,2017-05-31,3889
1673,2,8,2017-06-30,4053
1674,2,8,2017-07-31,4361
1675,2,8,2017-08-31,3884
1676,2,8,2017-09-30,3501
1677,2,8,2017-10-31,3431
1678,2,8,2017-11-30,3498
1679,2,8,2017-12-31,2691
1680,2,9,2013-01-31,1100
1681,2,9,2013-02-28,1164
1682,2,9,2013-03-31,1598
1683,2,9,2013-04-30,1715
1684,2,9,2013-05-31,1872
1685,2,9,2013-06-30,2102
1686,2,9,2013-07-31,2108
1687,2,9,2013-08-31,1878
1688,2,9,2013-09-30,1707
1689,2,9,2013-10-31,1581
1690,2,9,2013-11-30,1703
1691,2,9,2013-12-31,1288
1692,2,9,2014-01-31,1271
1693,2,9,2014-02-28,1323
1694,2,9,2014-03-31,1782
1695,2,9,2014-04-30,2039
1696,2,9,2014-05-31,2203
1697,2,9,2014-06-30,2275
1698,2,9,2014-07-31,2462
1699,2,9,2014-08-31,2189
1700,2,9,2014-09-30,1954
1701,2,9,2014-10-31,1962
1702,2,9,2014-11-30,1960
1703,2,9,2014-12-31,1456
1704,2,9,2015-01-31,1350
1705,2,9,2015-02-28,1426
1706,2,9,2015-03-31,1860
1707,2,9,2015-04-30,2137
1708,2,9,2015-05-31,2237
1709,2,9,2015-06-30,2339
1710,2,9,2015-07-31,2549
1711,2,9,2015-08-31,2336
1712,2,9,2015-09-30,2094
1713,2,9,2015-10-31,2019
1714,2,9,2015-11-30,2125
1715,2,9,2015-12-31,1533
1716,2,9,2016-01-31,1456
1717,2,9,2016-02-29,1514
1718,2,9,2016-03-31,1979
1719,2,9,2016-04-30,2221
1720,2,9,2016-05-31,2447
1721,2,9,2016-06-30,2607
1722,2,9,2016-07-31,2944
1723,2,9,2016-08-31,2475
1724,2,9,2016-09-30,2294
1725,2,9,2016-10-31,2131
1726,2,9,2016-11-30,2265
1727,2,9,2016-12-31,1596
1728,2,9,2017-01-31,1617
1729,2,9,2017-02-28,1590
1730,2,9,2017-03-31,2062
1731,2,9,2017-04-30,2367
1732,2,9,2017-05-31,2601
